1520334.1126512|7466172.76138688|2
1520312.88790416|7461851.0859737|3
1522965.00792612|7461864.26870637|4
1525331.29730319|7461715.69218539|5
1517492.84049609|7460296.40785324|6
1520335.86022281|7458530.63011197|7
1523379.53104224|7458485.16650533|8
1525891.92669303|7458479.74377351|9
1528121.72950061|7458473.42828278|10
1517997.15688789|7455667.49034586|11
1512724.99431928|7452677.78292892|12
1514151.15546411|7453626.28412694|13
1515866.9278572|7453196.94614935|14
1506846.57477306|7444351.63395725|15
1509507.83184209|7444365.32358038|16
1512157.91642827|7443591.39511443|17
1512172.79491946|7447724.67886679|18
1514825.96227586|7448498.2386939|19
1514802.07649488|7439484.38823794|20
1514783.06148174|7435276.97652109|21
1517427.69170814|7435278.32917953|22
1517447.181791|7439481.45821986|23
1517476.30901896|7448493.20808129|25
1518221.64571455|7451685.12825684|26
1520968.53727464|7452052.95403139|27
1523778.97573509|7455599.01576196|28
1526161.8635478|7456773.48220897|29
1526161.82435192|7455188.47533073|30
1528377.11130314|7456740.85145811|31
1530466.8859673|7456265.27134122|32
1533598.10519115|7456456.49365559|33
1528517.29250764|7455163.46681572|34
1530645.7110815|7454610.06935572|35
1523779.75804393|7452826.14441257|37
1526155.46754775|7452815.15142504|38
1528535.13019192|7452797.01842819|39
1530960.58833405|7452809.15857565|36
1511543.17057926|7440316.48702553|41
1523767.81217143|7450446.03035618|42
1526146.5992769|7450440.03423817|43
1528525.24360138|7450433.67372266|40
1531301.84382509|7450434.95864136|44
1533149.18558913|7453408.38175931|45
1537246.01596915|7455917.29357051|47
1540657.74895302|7455864.03616716|48
1539274.06677246|7455868.86324121|47
1535710.258918|7453284.60759153|46
1538337.09216905|7453150.55675595|49
1533749.88330959|7450452.78686552|50
1535840.01947018|7450469.21987811|51
1523760.3876427|7448069.98712102|52
1526136.85039137|7448062.89321487|53
1521111.62267634|7445704.68638792|54
1521468.54574575|7443135.73339271|55
1522617.7715455|7445623.35305337|57
1524006.93200616|7445747.6212864|58
1523287.37137253|7443412.52877844|59
1523166.11066469|7440530.17038791|56
1524545.60770844|7443409.6596426|60
1526126.69650885|7445685.43497399|61
1526117.50168194|7443307.5057223|62
1525710.49593141|7440632.14679557|63
1527294.92583699|7440626.8076329|64
1528512.73196379|7448053.33378106|67
1530889.58275303|7448044.65425478|68
1533267.57062165|7448035.42392143|69
1535646.42231777|7448026.30232491|70
1538328.9083081|7450456.1223945|71
1540876.708333|7450028.93820971|65
1538024.84475223|7448016.90994461|72
1542204.54879962|7448000.8366618|73
1544104.69785142|7450000.23573318|66
1523651.7450031|7437469.70668421|74
1528503.53131628|7445676.89015833|75
1530880.35842999|7445668.13914341|76
1528493.91788271|7443299.13655384|77
1530871.04446293|7443290.5996562|78
1533258.84371116|7445659.3720322|79
1533250.09257113|7443282.2238702|80
1535637.37185793|7445650.533678|81
1535628.3891918|7443274.01596279|82
1538015.3231679|7445641.50059873|83
1540395.59263093|7445632.66097704|84
1542189.97280694|7445629.26981105|85
1538005.79868935|7443265.49046879|86
1540385.39119775|7443257.1506099|87
1542080.62420695|7443338.67384007|88
1527256.54130572|7434720.17428089|89
1528879.28547646|7440621.30661089|90
1530463.53435264|7440616.02031714|91
1532049.38575788|7440610.67630417|92
1533636.82468547|7440605.2445149|93
1535222.18376312|7440600.15677691|94
1528865.16476059|7437658.11146709|95
1528848.77741065|7434711.70203445|96
1530451.73111722|7437653.45313684|97
1530439.45075258|7434705.66231136|98
1532037.83250145|7437647.32794604|99
1532026.10025069|7434698.67115685|100
1533625.86136027|7437641.2720741|101
1533614.81218278|7434691.52172116|102
1535200.16453|7434684.7176605|103
1535211.2049358|7437635.40408647|104
1536805.53761924|7440594.71262289|105
1538390.77513529|7440589.21298118|106
1539984.95973793|7440588.60805882|107
1541569.87680785|7440573.4845035|108
1536793.86616795|7437629.3681064|109
1538378.84081233|7437623.20224809|110
1539965.60396987|7437617.12946828|111
1541550.79782439|7437611.00839596|112
1536779.40626074|7434679.39139235|113
1538364.01227908|7434668.6902022|114
1539953.65397068|7434663.29832572|115
1541539.07192769|7434656.42436573|116
1535181.89140553|7430888.57454778|117
1536751.98620046|7430879.53697759|118
1538336.8915204|7430874.37457347|119
1539948.02205398|7430855.21189681|120
1541558.74713936|7430873.9290477|121
1536717.18213997|7426224.60161924|122
1538301.44295785|7426221.67890292|123
1539893.56012227|7426218.16448058|124
1541532.78562055|7426207.40443018|125
1543138.24185498|7440873.01162192|126
1544786.74923929|7440741.48673964|128
1545668.97381767|7443802.32315903|127
1546374.6181116|7440734.08845342|129
1547977.06420121|7440729.81626906|130
1543164.84514855|7437606.29990028|131
1544775.90390866|7437598.44568236|132
1546362.27516063|7437608.48840909|133
1547959.44661569|7437603.90429867|134
1549532.84173933|7440717.88302278|135
1525690.67587965|7437670.98622371|136
1527272.32499548|7437666.11967865|137
1543130.46993464|7434692.34348207|138
1544773.01643149|7434695.34340187|139
1546349.96511101|7434669.60237729|140
1547942.34563714|7434662.6483402|141
1549529.40922983|7434652.37464774|142
1543499.55665887|7430921.35076572|143
1545689.47222197|7430898.00731288|144
1543756.91414593|7427331.6929717|145
1546469.49908441|7427319.50069315|146
1547601.28005869|7431009.16695287|147
1549583.97975524|7431902.6851373|148
1549124.52366088|7429330.19569685|149
1549118.34818296|7427047.3771219|150
1551784.98496344|7429322.79025106|151
1550468.29058294|7431855.82421031|148
1551756.57444728|7432000.64564221|152
1551662.68899569|7440778.54464485|153
1554478.5738117|7429945.39645571|155
1554477.57072531|7431961.85138601|156
1551719.47395613|7434703.06942595|157
1551745.42664748|7437678.0026821|154
1554475.9422004|7434690.50693874|158
1554458.21719928|7437672.51049565|159
1554317.66118559|7440822.72716917|160
1556559.6132953|7441107.30487207|161
1520965.76712079|7455614.42436977|162
1549551.60790614|7437596.2845077|163
1541347.81875893|7453133.9015957|164
1517464.95772478|7444376.49482943|24
1519449.19528705|7445709.20798029|165
1519729.87160255|7443060.69647709|166
1520105.21569878|7440190.83718509|167
1520548.4436583|7437451.77619248|168
1521254.30508633|7434797.65118438|169
1523624.06536683|7466165.95332728|170
1540405.91684408|7448007.77785735|171
1514816.40121534|7444381.19974236|172
1525174.08688809|7434734.52736381|174
1519295.2717538|7446900.22822582|165
1519639.56424233|7448179.58972605|175
1521704.05680609|7448166.29364687|176
1519954.96406948|7446897.51694556|165
1520624.82714083|7447217.68674696|177
1518603.09685295|7450083.5432843|25
1525671.77421779|7433307.9333957|1
1525693.12610303|7433610.29883461|1
